customer_id,company_name,industry,region,country,city,signup_date,account_owner,status,email,phone,employee_count,annual_revenue_usd,notes,account_tier
CUST-450,Rogers Inc,Non-Profit,EMEA,Netherlands,Port Michaelport,2023-08-03,Monica Herrera,trial,johnsonaaron@jackson.info,+1-514-737-2534x3301,250,31627824,,Gold
CUST-451,Wright Inc,Non-Profit,NA,United States,Francesport,2022-10-20,Derek Zuniga,active,michael95@williams-green.com,+1-544-339-8695x254,500,83545042,,Silver
CUST-452,Austin PLC,Energy,EMEA,Spain,North Anthony,2023-01-09,Cristian Santos,active,rhill@jenkins-trujillo.biz,(268)777-6175x7532,250,49180980,,Gold
CUST-453,"Nichols, Taylor and Porter",Legal,EMEA,Germany,East Rebecca,2023-10-29,Jamie Arnold,active,brandtjames@bell.com,+1-429-209-2324,50,4980944,,Silver
CUST-454,"Lambert, Norman and Zuniga",Transportation,EMEA,Italy,Bennettmouth,2023-08-02,Allison Hill,churned,kathygiles@garza.com,656.460.3148x23328,50,11202059,,Bronze
CUST-455,Duarte and Sons,Manufacturing,NA,United States,Carlaburgh,2022-07-25,Ryan Munoz,active,james31@knox.net,551-774-0120x25289,50,10677023,,Platinum
CUST-456,"Hogan, Harris and Reese",Transportation,NA,United States,Perrybury,2023-03-30,Daniel Wagner,active,mikejames@olson.com,+1-898-577-7258x2146,10,2183844,,Silver
CUST-457,Burton LLC,Transportation,EMEA,Spain,East Karenfort,2023-01-16,Ryan Munoz,churned,brenda48@mcdaniel.com,464-462-4746x921,50,8342839,,Silver
CUST-458,Bennett-Carpenter,Legal,NA,Canada,Herringshire,2023-07-02,Allison Hill,active,wscott@bennett.org,001-610-735-3640x1579,50,8693059,,Silver
CUST-459,Freeman and Sons,Non-Profit,NA,Canada,Courtneybury,2023-01-17,Lisa Jackson,trial,matthew52@peterson.com,(770)753-2707x236,250,35628997,,Silver
CUST-460,Harrington Ltd,Financial Services,EMEA,Sweden,Garystad,2022-12-16,Connie Lawrence,active,susansimmons@williams.com,353.215.8339,5000,463298644,,Gold
CUST-461,Davis Ltd,Energy,NA,United States,East Michael,2023-08-13,Gabrielle Davis,active,nicholastaylor@smith.com,8879601857,10,1792776,Instead popular Republican there career.,Silver
CUST-462,Jones-Walker,Education,NA,United States,Morrowstad,2022-07-11,Carla Gray,active,goodwinjames@white.net,+1-498-341-5036x482,100,21152236,,Silver
CUST-463,Wilson-Davenport,Non-Profit,NA,Mexico,West Megan,2023-12-16,Connie Lawrence,active,matthew74@norton.org,(598)315-8731x0442,50,5869677,,Bronze
CUST-464,Wise-Rowland,Media & Entertainment,EMEA,Germany,Adamsshire,2023-07-31,Abigail Shaffer,active,ydyer@waters.com,+1-265-572-1062x09232,10,1176036,,Platinum
CUST-465,"Johnson, Acosta and Payne",Energy,NA,Canada,Wileyshire,2023-01-10,Allison Hill,trial,toddallen@arias-wilkinson.com,(931)772-0238x646,100,24942728,Such none federal goal talk another.,Silver
CUST-466,"Johnson, Alexander and Gregory",Legal,NA,United States,Simpsonville,2023-02-05,Daniel Wagner,trial,michael18@newman-henry.org,001-295-719-6525x2213,500,72416671,,Silver
CUST-467,"Howard, Day and Gordon",Education,EMEA,France,Clarkburgh,2022-06-26,Brian Ramirez,trial,davidnelson@schwartz.com,8945085139,100,16648505,Attention car site history loss.,Gold
CUST-468,Warner-Vargas,Healthcare,APAC,Japan,Kathrynchester,2023-04-25,Derek Zuniga,active,caseyeric@yoder-walters.net,(854)263-4586,10,2425669,,Bronze
CUST-469,"Scott, Randolph and Miller",Media & Entertainment,EMEA,Germany,South Davidbury,2023-01-05,Michele Williams,trial,npaul@hill.net,2414116815,250,28737131,,Gold
CUST-470,Hinton PLC,Non-Profit,APAC,Hong Kong,Port Scottmouth,2022-11-05,Noah Rhodes,active,ncox@patton-robinson.com,6173861850,50,4743927,Table program again attention decade resource last manage.,Platinum
CUST-471,"Ryan, Thompson and Smith",Retail,NA,United States,East Davidburgh,2024-01-10,Lisa Hensley,suspended,sgarza@rosario-smith.com,001-360-582-8152x20913,50,7834568,,Silver
CUST-472,Henry Inc,Legal,NA,Mexico,Danielborough,2022-09-30,Lisa Jackson,active,robertlucas@nelson-stewart.com,840.311.5463x3868,250,22687597,Mind they concern edge.,Silver
CUST-473,Reed-Rivers,Legal,APAC,Singapore,West Sue,2023-10-28,Dylan Miller,active,codycantu@hutchinson-shaw.com,9272365791,50,4735294,,Bronze
CUST-474,Butler-Thomas,Manufacturing,APAC,Australia,New Laura,2023-09-29,Derek Zuniga,active,jacksonbrian@roy.net,(944)672-7290x691,10,1464687,Dream although into stay.,Silver
CUST-475,Smith-Hayes,Technology,EMEA,France,Hornefurt,2023-06-18,Daniel Wagner,trial,katherinehogan@torres-martinez.com,2168875084,100,17436185,Sister deal true responsibility pass.,Silver
CUST-476,Jordan-Schneider,Healthcare,EMEA,Netherlands,Adrianaview,2023-12-03,Jamie Arnold,active,willie73@pacheco.com,(532)953-9871x682,50,10360520,Civil resource than budget visit collection hour nation.,Gold
CUST-477,Rogers and Sons,Manufacturing,APAC,South Korea,Johnsonmouth,2022-10-24,Daniel Wagner,active,davidschmitt@walker.com,(316)540-7624,100,12296610,Benefit hold form environment head figure cause few.,Gold
CUST-478,"Sanchez, Conner and Garcia",Transportation,EMEA,Sweden,North Sarahfurt,2022-07-26,Ryan Munoz,trial,cboyle@beasley-butler.com,566.229.6155,50,8672149,,Silver
CUST-479,Allen-Mendoza,Education,NA,United States,North Micheleview,2023-10-12,Daniel Wagner,trial,xpope@patrick.com,+1-754-648-2062x5216,10,1914304,About bad full article network animal on.,Platinum
CUST-480,"Roberson, Freeman and Farmer",Education,NA,United States,East Paultown,2023-04-22,Lisa Jackson,active,jessicaschmidt@patrick.com,+1-787-899-8443x6720,100,13196483,Since like lawyer century.,Bronze
CUST-481,Carpenter-Gonzales,Financial Services,EMEA,Sweden,Lindafurt,2023-04-20,Gina Moore,trial,theodorehawkins@hanson.biz,001-675-269-7843x74026,10,1218497,,Silver
CUST-482,"Farrell, Proctor and Cohen",Non-Profit,EMEA,France,North Barbara,2023-06-04,Dylan Miller,active,trogers@young-roberson.org,+1-412-735-9084x46267,50,8079608,,Silver
CUST-483,"Tucker, Bush and Drake",Energy,NA,Mexico,South Stephanieburgh,2022-09-20,Cristian Santos,active,carmenthomas@sexton-short.com,+1-533-373-7284x29091,10,1277047,,Bronze
CUST-484,Turner-Hoffman,Technology,NA,Mexico,East Jack,2022-08-18,Lisa Jackson,churned,patrick67@pineda.com,001-473-941-7850x8563,250,46844126,,Gold
CUST-485,"Phillips, Wallace and Nolan",Transportation,EMEA,Germany,Cobbburgh,2022-07-08,Cristian Santos,active,kendra48@smith.com,751.662.6052x9706,500,85872554,,Silver
CUST-486,Lee PLC,Transportation,NA,Mexico,Port Lindsayport,2023-03-25,Holly Wood,active,salastracy@thompson.org,(533)222-5990x6184,100,14745347,Hotel fast fill theory radio land.,Platinum
CUST-487,Bennett Inc,Financial Services,NA,Mexico,Lake Kim,2022-11-17,Lisa Jackson,churned,tarasantiago@harris.biz,001-912-396-2566x85533,50,5522734,,Bronze
CUST-488,Phelps Group,Financial Services,APAC,Hong Kong,Danielside,2023-10-09,Angie Henderson,trial,laceyburns@long.net,644.550.0052x26104,10,1628991,Effort establish activity.,Silver
CUST-489,Smith-Rowe,Education,NA,Mexico,Lake Scott,2022-12-29,Noah Rhodes,active,ryan10@martinez-allen.org,(812)938-0036,50,11802166,Candidate film common energy include.,Platinum
CUST-490,Petersen PLC,Retail,EMEA,United Kingdom,Lake Christine,2023-11-16,Derek Zuniga,active,orrmatthew@gaines.com,(575)724-9529,250,31190932,,Gold
CUST-491,Lee-Carter,Healthcare,NA,Canada,Jacksonstad,2023-06-10,Gina Moore,active,morgan07@campbell-kirby.com,+1-615-304-8139x828,100,14397589,,Silver
CUST-492,Taylor Inc,Energy,NA,Canada,Prestonborough,2023-10-12,Dylan Miller,churned,qblack@salinas-smith.com,(884)562-2441,10,2299458,Off focus test task.,Bronze
CUST-493,Jackson-Williams,Financial Services,NA,Mexico,Port Robert,2023-03-15,Daniel Wagner,active,othomas@barton.info,+1-996-527-3070,10,1823434,,Gold
CUST-494,"Conner, Turner and Reed",Real Estate,NA,Canada,Lake Amanda,2022-09-25,Michele Williams,active,spencernicholas@jordan.biz,9149612355,50,9021722,Analysis generation shake bit.,Silver
CUST-495,Dean-Mclean,Transportation,NA,Mexico,Gaybury,2022-11-12,Noah Rhodes,active,stevensjennifer@warner.com,001-309-696-6751,10,1772857,Service since discover yeah fast.,Bronze
CUST-496,Holt-Smith,Energy,APAC,South Korea,Kennethfurt,2023-07-21,Ryan Munoz,active,martinmarcus@ibarra.com,(908)976-6294x7477,100,22934652,,Silver
CUST-497,Phillips Ltd,Financial Services,NA,Mexico,Jamesside,2023-09-26,Cristian Santos,trial,singletonmaria@young-mccormick.com,981-869-0062x0020,10,1498303,,Bronze
CUST-498,"Perez, Rivera and Little",Non-Profit,APAC,Japan,Anthonymouth,2023-11-06,Carla Gray,active,fperkins@price-schmidt.biz,203.379.8326x08944,100,23679983,,Silver
CUST-499,Jones-Lyons,Legal,NA,Canada,Adamfurt,2022-10-14,Michele Williams,active,nicoledaniels@marshall-davis.com,001-824-504-9914,100,23458766,,Silver
CUST-500,"Vargas, Bowers and Cox",Energy,EMEA,Germany,Rodriguezchester,2023-10-01,Holly Wood,trial,frederickmendez@stein.com,001-820-821-9057x576,10,2132575,,Silver
